Source Name	Comment[ENA_SAMPLE]	Material Type	Provider	Characteristics[organism]	Characteristics[specimen with known storage state]	Characteristics[InitialTimePoint]	Characteristics[genotype]	Characteristics[sex]	Characteristics[individual]	Characteristics[developmental stage]	Characteristics[strain]	Characteristics[organism part]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_SELECTION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[organism]	Factor Value[immunoprecipitate]
Opossum11	ERS517777	organism part	MRC National Institute for Medical Research	Monodelphis domestica	fresh specimen	  	wild type	male	Opossum11	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#57	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2099	sequencing assay	ERX531056	do2099_H3K4me3_liver_millipore_05-1339_monDom5Monodelphis_domesticaOpossum11_merged.fq.gz	do2099_H3K4me3_liver_millipore_05-1339_monDom5Monodelphis_domesticaOpossum11_merged.fq.gz	ERR572165	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572165/ERR572165.fastq.gz	P-MTAB-39594	P-MTAB-39595	monDom-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Monodelphis domestica	H3K4me3
Opossum12	ERS517753	organism part	MRC National Institute for Medical Research	Monodelphis domestica	fresh specimen	  	wild type	male	Opossum12	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#58	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2100	sequencing assay	ERX531054	do2100_H3K4me3_liver_millipore_05-1339_monDom5Monodelphis_domesticaOpossum12_merged.fq.gz	do2100_H3K4me3_liver_millipore_05-1339_monDom5Monodelphis_domesticaOpossum12_merged.fq.gz	ERR572135	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572135/ERR572135.fastq.gz	P-MTAB-39594	P-MTAB-39595	monDom-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Monodelphis domestica	H3K4me3
Opossum13	ERS517788	organism part	MRC National Institute for Medical Research	Monodelphis domestica	fresh specimen	  	wild type	male	Opossum13	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#59	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2101	sequencing assay	ERX531027	do2101_H3K4me3_liver_millipore_05-1339_monDom5Monodelphis_domesticaOpossum13_merged.fq.gz	do2101_H3K4me3_liver_millipore_05-1339_monDom5Monodelphis_domesticaOpossum13_merged.fq.gz	ERR572252	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572252/ERR572252.fastq.gz	P-MTAB-39594	P-MTAB-39595	monDom-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Monodelphis domestica	H3K4me3
Opossum11	ERS517777	organism part	MRC National Institute for Medical Research	Monodelphis domestica	fresh specimen	  	wild type	male	Opossum11	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#53	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2598	sequencing assay	ERX531059	do2598_H3K27Ac_liver_ab4729_monDom5Monodelphis_domesticaOpossum11_SAN01.fq.gz	do2598_H3K27Ac_liver_ab4729_monDom5Monodelphis_domesticaOpossum11_SAN01.fq.gz	ERR572161	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572161/ERR572161.fastq.gz	P-MTAB-39594	P-MTAB-39595	monDom-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Monodelphis domestica	H3K27Ac
Opossum12	ERS517753	organism part	MRC National Institute for Medical Research	Monodelphis domestica	fresh specimen	  	wild type	male	Opossum12	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#54	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2599	sequencing assay	ERX530966	do2599_H3K27Ac_liver_ab4729_monDom5Monodelphis_domesticaOpossum12_SAN01.fq.gz	do2599_H3K27Ac_liver_ab4729_monDom5Monodelphis_domesticaOpossum12_SAN01.fq.gz	ERR572297	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572297/ERR572297.fastq.gz	P-MTAB-39594	P-MTAB-39595	monDom-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Monodelphis domestica	H3K27Ac
Opossum13	ERS517788	organism part	MRC National Institute for Medical Research	Monodelphis domestica	fresh specimen	  	wild type	male	Opossum13	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#55	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2600	sequencing assay	ERX530997	do2600_H3K27Ac_liver_ab4729_monDom5Monodelphis_domesticaOpossum13_SAN01.fq.gz	do2600_H3K27Ac_liver_ab4729_monDom5Monodelphis_domesticaOpossum13_SAN01.fq.gz	ERR572158	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572158/ERR572158.fastq.gz	P-MTAB-39594	P-MTAB-39595	monDom-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Monodelphis domestica	H3K27Ac
Opossum11	ERS517777	organism part	MRC National Institute for Medical Research	Monodelphis domestica	fresh specimen	  	wild type	male	Opossum11	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#113	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2155	sequencing assay	ERX530965	do2155_input_liver_unk_monDom5Monodelphis_domesticaOpossum11_SAN01.fq.gz	do2155_input_liver_unk_monDom5Monodelphis_domesticaOpossum11_SAN01.fq.gz	ERR572128	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572128/ERR572128.fastq.gz	P-MTAB-39594	  	  	  	Monodelphis domestica	input
Opossum12	ERS517753	organism part	MRC National Institute for Medical Research	Monodelphis domestica	fresh specimen	  	wild type	male	Opossum12	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#114	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2156	sequencing assay	ERX530917	do2156_input_liver_unk_monDom5Monodelphis_domesticaOpossum12_SAN01.fq.gz	do2156_input_liver_unk_monDom5Monodelphis_domesticaOpossum12_SAN01.fq.gz	ERR572193	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572193/ERR572193.fastq.gz	P-MTAB-39594	  	  	  	Monodelphis domestica	input
Opossum13	ERS517788	organism part	MRC National Institute for Medical Research	Monodelphis domestica	fresh specimen	  	wild type	male	Opossum13	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#115	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2157	sequencing assay	ERX530999	do2157_input_liver_unk_monDom5Monodelphis_domesticaOpossum13_SAN01.fq.gz	do2157_input_liver_unk_monDom5Monodelphis_domesticaOpossum13_SAN01.fq.gz	ERR572278	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572278/ERR572278.fastq.gz	P-MTAB-39594	  	  	  	Monodelphis domestica	input
Mariah	ERS517785	organism part	Copenhagen zoo	Sarcophilus harrisii	fresh specimen	  	wild type	female	Mariah	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#37	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2366	sequencing assay	ERX531064	do2366_H3K4me3_liver_millipore_05-1339_sarHar1Mariah_SAN01.fq.gz	do2366_H3K4me3_liver_millipore_05-1339_sarHar1Mariah_SAN01.fq.gz	ERR572296	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572296/ERR572296.fastq.gz	P-MTAB-39594	P-MTAB-39595	sarHar-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Sarcophilus harrisii	H3K4me3
Montgomery	ERS517739	organism part	Copenhagen zoo	Sarcophilus harrisii	frozen specimen	  	wild type	male	Montgomery	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-179#15	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3158	sequencing assay	ERX531032	do3158_H3K4me3_liver_05-1339_sarHar1Sarcophilus_harrisiiMontgomery_SAN01.fq.gz	do3158_H3K4me3_liver_05-1339_sarHar1Sarcophilus_harrisiiMontgomery_SAN01.fq.gz	ERR572134	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572134/ERR572134.fastq.gz	P-MTAB-39594	P-MTAB-39595	sarHar-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Sarcophilus harrisii	H3K4me3
Mariah	ERS517785	organism part	Copenhagen zoo	Sarcophilus harrisii	fresh specimen	  	wild type	female	Mariah	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#39	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2368	sequencing assay	ERX531063	do2368_H3K27Ac_liver_ab4729_sarHar1Mariah_SAN01.fq.gz	do2368_H3K27Ac_liver_ab4729_sarHar1Mariah_SAN01.fq.gz	ERR572147	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572147/ERR572147.fastq.gz	P-MTAB-39594	P-MTAB-39595	sarHar-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Sarcophilus harrisii	H3K27Ac
Montgomery	ERS517739	organism part	Copenhagen zoo	Sarcophilus harrisii	frozen specimen	  	wild type	male	Montgomery	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-179#5	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3143	sequencing assay	ERX530923	do3143_H3K27Ac_liver_ab4729_sarHar1Sarcophilus_harrisiiMontgomery_SAN01.fq.gz	do3143_H3K27Ac_liver_ab4729_sarHar1Sarcophilus_harrisiiMontgomery_SAN01.fq.gz	ERR572156	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572156/ERR572156.fastq.gz	P-MTAB-39594	P-MTAB-39595	sarHar-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Sarcophilus harrisii	H3K27Ac
Mariah	ERS517785	organism part	Copenhagen zoo	Sarcophilus harrisii	fresh specimen	  	wild type	female	Mariah	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#68W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2397	sequencing assay	ERX530986	do2397_Input_liver_unk_sarHar1Mariah_SAN01.fq.gz	do2397_Input_liver_unk_sarHar1Mariah_SAN01.fq.gz	ERR572237	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572237/ERR572237.fastq.gz	P-MTAB-39594	  	  	  	Sarcophilus harrisii	input
Montgomery	ERS517739	organism part	Copenhagen zoo	Sarcophilus harrisii	frozen specimen	  	wild type	male	Montgomery	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#72W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2401	sequencing assay	ERX530902	do2401_Input_liver_unk_sarHar1Montgomery_SAN01.fq.gz	do2401_Input_liver_unk_sarHar1Montgomery_SAN01.fq.gz	ERR572194	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572194/ERR572194.fastq.gz	P-MTAB-39594	  	  	  	Sarcophilus harrisii	input
